COUNTRY,FREQUENCY,INDICATOR,UNIT,OBS_COMMENTS,DATA STATUS,DATA SOURCES,DATA CONFIDENTIALITY,TIME_PERIOD,OBS_VALUE
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2021-01,119555
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2021-02,119836
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2021-03,120722
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2021-04,116602
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2021-05,117093
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2021-06,118719
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2021-07,120233
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2021-08,123034
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2021-09,122681
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2021-10,126716
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2021-11,127065
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2021-12,132089
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2022-01,128751
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2022-02,130382
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2022-03,134506
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2022-04,141486
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2022-05,137981
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2022-06,144798
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2022-07,138491
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2022-08,140033
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2022-09,144860
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2022-10,161045
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2022-11,169416
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2022-12,174603.73333333334
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2023-01,176405.93709618135
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2023-02,177185.72430424401
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2023-03,186249.53234928532
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2023-04,188436.38626502667
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2023-05,192205.09989757065
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2023-06,205410.21431279468
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2023-07,206269.249774864
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2023-08,215865.36091771469
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2023-09,216349.93615741335
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2023-10,224511.36058400001
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2023-11,223532.93806793066
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2023-12,230418.5130411147
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2024-01,230485.66883491998
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2024-02,223608.7443864533
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2024-03,224866.17187922134
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2024-04,224609.58534228269
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2024-05,237215.58538788269
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2024-06,240989.98654178932
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2024-07,248063.94220241066
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2024-08,247908.99241322931
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2024-09,252497.47607212269
Saudi Arabia,Monthly,Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2024-10,258960.88854715467
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2016-01,52147
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2016-02,51968
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2016-03,57297
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2016-04,57350
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2016-05,52763
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2016-06,50221
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2016-07,50318
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2016-08,48141
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2016-09,45140
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2016-10,41704
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2016-11,43442
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2016-12,41941
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2017-01,41507
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2017-02,39716
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2017-03,40840
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2017-04,42699
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2017-05,40954
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2017-06,48045
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2017-07,41820
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2017-08,39997
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2017-09,42430
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2017-10,45164
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2017-11,47156
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2017-12,47068
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2018-01,46175
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2018-02,47916
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2018-03,43847
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2018-04,45373
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2018-05,43421
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2018-06,47735
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2018-07,45787
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2018-08,46444
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2018-09,54237
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2018-10,52781
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2018-11,49436
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2018-12,50620
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2019-01,47010
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2019-02,47389
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2019-03,47461
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2019-04,48303
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2019-05,48271
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2019-06,48527
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2019-07,47520
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2019-08,49529
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2019-09,46913
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2019-10,45287
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2019-11,51589
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2019-12,52043
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2020-01,46872
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2020-02,47278
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2020-03,48975
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2020-04,49116
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2020-05,51252
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2020-06,48759
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2020-07,49488
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2020-08,51573
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2020-09,54710
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2020-10,53436
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2020-11,54187
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2020-12,49713
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2021-01,52457
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2021-02,56639
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2021-03,57318
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2021-04,61115
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2021-05,63411
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2021-06,67094
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2021-07,72534
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2021-08,69227
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2021-09,72489
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2021-10,72206
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2021-11,68562
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2021-12,66403
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2022-01,70623
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2022-02,73997
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2022-03,75575
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2022-04,76644
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2022-05,79411
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2022-06,79605
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2022-07,84705
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2022-08,85350
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2022-09,86897
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2022-10,89943
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2022-11,86544
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2022-12,83328.53333333334
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2023-01,83696.819209376015
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2023-02,87365.548040578666
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2023-03,92783.626921370684
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2023-04,97129.137410896001
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2023-05,89588.600096773342
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2023-06,91538.39359166933
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2023-07,92445.510641718123
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2023-08,89881.197369915724
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2023-09,83637.895869760017
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2023-10,87052.120620746689
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2023-11,76842.565405248009
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2023-12,79215.634557954676
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2024-01,87166.285936549335
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2024-02,93982.264251741333
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2024-03,92237.909218994653
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2024-04,91731.121937695978
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2024-05,83948.555159664
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2024-06,91835.68228056535
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2024-07,83970.844044711994
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2024-08,83525.266645320007
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2024-09,87800.924397749346
Saudi Arabia,Monthly,Other Quasi-Monetary Deposits,"United States Dollar, Million",,,,,2024-10,83334.981332560012
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2016-01,308141
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2016-02,306848
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2016-03,308480
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2016-04,308019
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2016-05,309901
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2016-06,306133
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2016-07,304594
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2016-08,299452
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2016-09,298097
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2016-10,301552
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2016-11,306434
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2016-12,305709
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2017-01,307115
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2017-02,304642
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2017-03,311357
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2017-04,315847
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2017-05,311521
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2017-06,311684
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2017-07,312412
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2017-08,311308
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2017-09,306897
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2017-10,310588
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2017-11,312097
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2017-12,313204
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2018-01,320526
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2018-02,316747
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2018-03,318422
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2018-04,324591
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2018-05,325268
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2018-06,323198
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2018-07,320201
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2018-08,321123
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2018-09,321093
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2018-10,319377
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2018-11,322370
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2018-12,325546
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2019-01,324875
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2019-02,324717
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2019-03,325659
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2019-04,330908
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2019-05,335475
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2019-06,336827
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2019-07,336556
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2019-08,342019
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2019-09,341644
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2019-10,343662
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2019-11,345539
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2019-12,343550
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2020-01,341986
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2020-02,353524
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2020-03,364025
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2020-04,374562
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2020-05,384472
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2020-06,380060
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2020-07,378906
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2020-08,383141
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2020-09,381822
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2020-10,383774
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2020-11,390482
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2020-12,397047
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2021-01,395268
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2021-02,399844
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2021-03,405241
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2021-04,410221
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2021-05,409740
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2021-06,411197
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2021-07,407390
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2021-08,404892
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2021-09,408136
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2021-10,407200
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2021-11,410758
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2021-12,417193
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2022-01,412579
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2022-02,417030
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2022-03,422450
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2022-04,420821
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2022-05,418598
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2022-06,425995
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2022-07,425487
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2022-08,425426
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2022-09,425788
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2022-10,407862
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2022-11,406860
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2022-12,407500.26666666666
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2023-01,400139.40252882248
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2023-02,402965.76119471603
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2023-03,416518.70012868795
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2023-04,413863.04749365605
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2023-05,412282.62931302667
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2023-06,412532.92855550401
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2023-07,410532.42878293066
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2023-08,407447.03169544
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2023-09,410232.38797257602
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2023-10,405354.31894526927
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2023-11,411758.021541216
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2023-12,406457.37925684807
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2024-01,407936.60458379204
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2024-02,417393.79444648005
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2024-03,435894.71383813868
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2024-04,428542.65896045067
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2024-05,432359.78515344538
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2024-06,440162.56888733065
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2024-07,433241.95348234399
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2024-08,443668.67529584799
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2024-09,444677.99057125062
Saudi Arabia,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2024-10,440661.19640957867
Saudi Arabia,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2016-01,421526
Saudi Arabia,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2016-02,417998
Saudi Arabia,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2016-03,419710
Saudi Arabia,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2016-04,417405
Saudi Arabia,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2016-05,420179
Saudi Arabia,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2016-06,425406
Saudi Arabia,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2016-07,420408
Saudi Arabia,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2016-08,421852
Saudi Arabia,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2016-09,425842
Saudi Arabia,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2016-10,435497
Saudi Arabia,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2016-11,437713
Saudi Arabia,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2016-12,437981
Saudi Arabia,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2017-01,433614
Saudi Arabia,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2017-02,430819
Saudi Arabia,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2017-03,437047
Saudi Arabia,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2017-04,435404
Saudi Arabia,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2017-05,434915
Saudi Arabia,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2017-06,440721
