COUNTRY,UNIT,FREQUENCY,INDICATOR,TIME_PERIOD,OBS_VALUE,DATA SOURCES,OBS_COMMENTS,DATA STATUS,DATA CONFIDENTIALITY
Oman,Index,Annual,Individual consumption expenditure of households,2018,99.99833333333333,,,,
Oman,Index,Annual,Individual consumption expenditure of households,2019,100.13416666666667,,,,
Oman,Index,Annual,Individual consumption expenditure of households,2020,99.22833333333334,,,,
Oman,Index,Annual,Individual consumption expenditure of households,2021,100.76416666666667,,,,
Oman,Index,Annual,Individual consumption expenditure of households,2022,103.59500000000001,,,,
Oman,Index,Annual,Individual consumption expenditure of households,2023,105.28333333333332,,,,
Oman,Index,Annual,Food and non-alcoholic beverages,2015,101.33583333333335,,,,
Oman,Index,Annual,Food and non-alcoholic beverages,2016,100.14666666666666,,,,
Oman,Index,Annual,Food and non-alcoholic beverages,2017,100.7025,,,,
Oman,Index,Annual,Food and non-alcoholic beverages,2018,100.0025,,,,
Oman,Index,Annual,Food and non-alcoholic beverages,2019,101.21416666666669,,,,
Oman,Index,Annual,Food and non-alcoholic beverages,2020,102.46583333333335,,,,
Oman,Index,Annual,Food and non-alcoholic beverages,2021,103.33083333333333,,,,
Oman,Index,Annual,Food and non-alcoholic beverages,2022,108.69833333333332,,,,
Oman,Index,Annual,Food and non-alcoholic beverages,2023,111.15833333333332,,,,
Oman,Index,Annual,"""Alcoholic beverages, tobacco and narcotics""",2015,80.40250000000002,,,,
Oman,Index,Annual,"""Alcoholic beverages, tobacco and narcotics""",2016,85.16916666666667,,,,
Oman,Index,Annual,"""Alcoholic beverages, tobacco and narcotics""",2017,99.97666666666665,,,,
Oman,Index,Annual,"""Alcoholic beverages, tobacco and narcotics""",2018,99.99666666666668,,,,
Oman,Index,Annual,"""Alcoholic beverages, tobacco and narcotics""",2019,146.245,,,,
Oman,Index,Annual,"""Alcoholic beverages, tobacco and narcotics""",2020,192.52,,,,
Oman,Index,Annual,"""Alcoholic beverages, tobacco and narcotics""",2021,197.0241666666667,,,,
Oman,Index,Annual,"""Alcoholic beverages, tobacco and narcotics""",2022,198.28,,,,
Oman,Index,Annual,"""Alcoholic beverages, tobacco and narcotics""",2023,206.025,,,,
Oman,Index,Annual,Clothing and footwear,2015,100.81333333333333,,,,
Oman,Index,Annual,Clothing and footwear,2016,100.62166666666667,,,,
Oman,Index,Annual,Clothing and footwear,2017,100.53833333333334,,,,
Oman,Index,Annual,Clothing and footwear,2018,99.99833333333333,,,,
Oman,Index,Annual,Clothing and footwear,2019,98.83666666666666,,,,
Oman,Index,Annual,Clothing and footwear,2020,97.76166666666666,,,,
Oman,Index,Annual,Clothing and footwear,2021,97.93666666666667,,,,
Oman,Index,Annual,Clothing and footwear,2022,99.195,,,,
Oman,Index,Annual,Clothing and footwear,2023,100.25000000000001,,,,
Oman,Index,Annual,"""Housing, water, electricity, gas and other fuels""",2015,97.19583333333334,,,,
Oman,Index,Annual,"""Housing, water, electricity, gas and other fuels""",2016,97.90249999999999,,,,
Oman,Index,Annual,"""Housing, water, electricity, gas and other fuels""",2017,99.50750000000001,,,,
Oman,Index,Annual,"""Housing, water, electricity, gas and other fuels""",2018,100.00333333333333,,,,
Oman,Index,Annual,"""Housing, water, electricity, gas and other fuels""",2019,99.87999999999998,,,,
Oman,Index,Annual,"""Housing, water, electricity, gas and other fuels""",2020,99.33,,,,
Oman,Index,Annual,"""Housing, water, electricity, gas and other fuels""",2021,99.75416666666668,,,,
Oman,Index,Annual,"""Housing, water, electricity, gas and other fuels""",2022,100.87583333333335,,,,
Oman,Index,Annual,"""Housing, water, electricity, gas and other fuels""",2023,102.05,,,,
Oman,Index,Annual,"""Furnishings, household equipment and routine household maintenance""",2015,96.265,,,,
Oman,Index,Annual,"""Furnishings, household equipment and routine household maintenance""",2016,96.865,,,,
Oman,Index,Annual,"""Furnishings, household equipment and routine household maintenance""",2017,99.64083333333332,,,,
Oman,Index,Annual,"""Furnishings, household equipment and routine household maintenance""",2018,99.99916666666665,,,,
Oman,Index,Annual,"""Furnishings, household equipment and routine household maintenance""",2019,104.84333333333335,,,,
Oman,Index,Annual,"""Furnishings, household equipment and routine household maintenance""",2020,104.72750000000002,,,,
Oman,Index,Annual,"""Furnishings, household equipment and routine household maintenance""",2021,105.77499999999999,,,,
Oman,Index,Annual,"""Furnishings, household equipment and routine household maintenance""",2022,107.12333333333332,,,,
Oman,Index,Annual,"""Furnishings, household equipment and routine household maintenance""",2023,110.04166666666667,,,,
Oman,Index,Annual,Health,2015,101.355,,,,
Oman,Index,Annual,Health,2016,102.485,,,,
Oman,Index,Annual,Health,2017,102.77749999999999,,,,
Oman,Index,Annual,Health,2018,100.0025,,,,
Oman,Index,Annual,Health,2019,99.68000000000002,,,,
Oman,Index,Annual,Health,2020,100.29999999999997,,,,
Oman,Index,Annual,Health,2021,100.29999999999997,,,,
Oman,Index,Annual,Health,2022,103.38583333333334,,,,
Oman,Index,Annual,Health,2023,104.56666666666666,,,,
Oman,Index,Annual,Transport,2015,86.67916666666667,,,,
Oman,Index,Annual,Transport,2016,91.94416666666667,,,,
Oman,Index,Annual,Transport,2017,95.9575,,,,
Oman,Index,Annual,Transport,2018,99.99916666666667,,,,
Oman,Index,Annual,Transport,2019,98.9575,,,,
Oman,Index,Annual,Transport,2020,93.85416666666667,,,,
Oman,Index,Annual,Transport,2021,98.545,,,,
Oman,Index,Annual,Transport,2022,102.41416666666667,,,,
Oman,Index,Annual,Transport,2023,103.55833333333334,,,,
Oman,Index,Annual,Communication,2015,102.98750000000001,,,,
Oman,Index,Annual,Communication,2016,102.52916666666668,,,,
Oman,Index,Annual,Communication,2017,100.22833333333334,,,,
Oman,Index,Annual,Communication,2018,100.00166666666668,,,,
Oman,Index,Annual,Communication,2019,99.61749999999999,,,,
Oman,Index,Annual,Communication,2020,99.53083333333332,,,,
Oman,Index,Annual,Communication,2021,99.43000000000002,,,,
Oman,Index,Annual,Communication,2022,99.41333333333334,,,,
Oman,Index,Annual,Communication,2023,97.46666666666665,,,,
Oman,Index,Annual,Recreation and culture,2015,100.5933333333333,,,,
Oman,Index,Annual,Recreation and culture,2016,100.20249999999999,,,,
Oman,Index,Annual,Recreation and culture,2017,100.55416666666667,,,,
Oman,Index,Annual,Recreation and culture,2018,99.99833333333332,,,,
Oman,Index,Annual,Recreation and culture,2019,100.75583333333331,,,,
Oman,Index,Annual,Recreation and culture,2020,100.74916666666665,,,,
Oman,Index,Annual,Recreation and culture,2021,102.61583333333334,,,,
Oman,Index,Annual,Recreation and culture,2022,104.27166666666665,,,,
Oman,Index,Annual,Recreation and culture,2023,106.86666666666666,,,,
Oman,Index,Annual,Education,2015,90.14500000000002,,,,
Oman,Index,Annual,Education,2016,92.85000000000001,,,,
Oman,Index,Annual,Education,2017,95.97749999999998,,,,
Oman,Index,Annual,Education,2018,100,,,,
Oman,Index,Annual,Education,2019,102.04,,,,
Oman,Index,Annual,Education,2020,103.76999999999998,,,,
Oman,Index,Annual,Education,2021,105.145,,,,
Oman,Index,Annual,Education,2022,109.11000000000003,,,,
Oman,Index,Annual,Education,2023,110.69999999999997,,,,
Oman,Index,Annual,Restaurants and hotels,2015,99.26583333333333,,,,
Oman,Index,Annual,Restaurants and hotels,2016,99.49916666666665,,,,
Oman,Index,Annual,Restaurants and hotels,2017,99.72499999999998,,,,
Oman,Index,Annual,Restaurants and hotels,2018,99.99833333333333,,,,
Oman,Index,Annual,Restaurants and hotels,2019,100.42750000000001,,,,
Oman,Index,Annual,Restaurants and hotels,2020,100.825,,,,
Oman,Index,Annual,Restaurants and hotels,2021,101.04083333333334,,,,
Oman,Index,Annual,Restaurants and hotels,2022,103.15416666666665,,,,
Oman,Index,Annual,Restaurants and hotels,2023,107.95,,,,
Oman,Index,Annual,Miscellaneous goods and services,2015,97.33583333333335,,,,
Oman,Index,Annual,Miscellaneous goods and services,2016,97.54750000000001,,,,
Oman,Index,Annual,Miscellaneous goods and services,2017,99.07916666666667,,,,
Oman,Index,Annual,Miscellaneous goods and services,2018,100,,,,
Oman,Index,Annual,Miscellaneous goods and services,2019,97.28833333333336,,,,
Oman,Index,Annual,Miscellaneous goods and services,2020,96.47000000000001,,,,
Oman,Index,Annual,Miscellaneous goods and services,2021,99.23083333333335,,,,
Oman,Index,Annual,Miscellaneous goods and services,2022,101.335,,,,
Oman,Index,Annual,Miscellaneous goods and services,2023,108.44166666666668,,,,
Qatar,Index,Annual,Individual consumption expenditure of households,2015,97.35166666666665,,,,
Qatar,Index,Annual,Individual consumption expenditure of households,2016,99.625,,,,
Qatar,Index,Annual,Individual consumption expenditure of households,2017,99.88666666666667,,,,
Qatar,Index,Annual,Individual consumption expenditure of households,2018,99.99916666666667,,,,
Qatar,Index,Annual,Individual consumption expenditure of households,2019,99.10916666666667,,,,
Qatar,Index,Annual,Individual consumption expenditure of households,2020,96.54916666666668,,,,
Qatar,Index,Annual,Individual consumption expenditure of households,2021,98.7975,,,,
Qatar,Index,Annual,Individual consumption expenditure of households,2022,103.71083333333333,,,,
Qatar,Index,Annual,Individual consumption expenditure of households,2023,106.70833333333333,,,,
Qatar,Index,Annual,Food and non-alcoholic beverages,2015,100.49000000000001,,,,
Qatar,Index,Annual,Food and non-alcoholic beverages,2016,98.57166666666667,,,,
Qatar,Index,Annual,Food and non-alcoholic beverages,2017,100.36833333333334,,,,
Qatar,Index,Annual,Food and non-alcoholic beverages,2018,100,,,,
Qatar,Index,Annual,Food and non-alcoholic beverages,2019,100.0225,,,,
Qatar,Index,Annual,Food and non-alcoholic beverages,2020,100.28500000000001,,,,
Qatar,Index,Annual,Food and non-alcoholic beverages,2021,102.88333333333333,,,,
Qatar,Index,Annual,Food and non-alcoholic beverages,2022,107.03833333333334,,,,
Qatar,Index,Annual,Food and non-alcoholic beverages,2023,108.50083333333333,,,,
Qatar,Index,Annual,"""Alcoholic beverages, tobacco and narcotics""",2015,100,,,,
Qatar,Index,Annual,"""Alcoholic beverages, tobacco and narcotics""",2016,100,,,,
Qatar,Index,Annual,"""Alcoholic beverages, tobacco and narcotics""",2017,100,,,,
Qatar,Index,Annual,"""Alcoholic beverages, tobacco and narcotics""",2018,100,,,,
Qatar,Index,Annual,"""Alcoholic beverages, tobacco and narcotics""",2019,227,,,,
Qatar,Index,Annual,"""Alcoholic beverages, tobacco and narcotics""",2020,238.91666666666666,,,,
Qatar,Index,Annual,"""Alcoholic beverages, tobacco and narcotics""",2021,246,,,,
Qatar,Index,Annual,"""Alcoholic beverages, tobacco and narcotics""",2022,246,,,,
Qatar,Index,Annual,"""Alcoholic beverages, tobacco and narcotics""",2023,246,,,,
Qatar,Index,Annual,Clothing and footwear,2015,98.47583333333334,,,,
Qatar,Index,Annual,Clothing and footwear,2016,98.97499999999998,,,,
Qatar,Index,Annual,Clothing and footwear,2017,98.22499999999998,,,,
Qatar,Index,Annual,Clothing and footwear,2018,100.00083333333333,,,,
Qatar,Index,Annual,Clothing and footwear,2019,99.02583333333332,,,,
Qatar,Index,Annual,Clothing and footwear,2020,94.46499999999999,,,,
Qatar,Index,Annual,Clothing and footwear,2021,91.98833333333334,,,,
Qatar,Index,Annual,Clothing and footwear,2022,92.63166666666666,,,,
Qatar,Index,Annual,Clothing and footwear,2023,92.60583333333334,,,,
Qatar,Index,Annual,"""Housing, water, electricity, gas and other fuels""",2015,104.40833333333332,,,,
Qatar,Index,Annual,"""Housing, water, electricity, gas and other fuels""",2016,108.49583333333332,,,,
Qatar,Index,Annual,"""Housing, water, electricity, gas and other fuels""",2017,104.385,,,,
Qatar,Index,Annual,"""Housing, water, electricity, gas and other fuels""",2018,100.00083333333332,,,,
Qatar,Index,Annual,"""Housing, water, electricity, gas and other fuels""",2019,97.02499999999998,,,,
Qatar,Index,Annual,"""Housing, water, electricity, gas and other fuels""",2020,92.665,,,,
Qatar,Index,Annual,"""Housing, water, electricity, gas and other fuels""",2021,87.96166666666666,,,,
Qatar,Index,Annual,"""Housing, water, electricity, gas and other fuels""",2022,93.57583333333334,,,,
Qatar,Index,Annual,"""Housing, water, electricity, gas and other fuels""",2023,96.96749999999999,,,,
Qatar,Index,Annual,"""Furnishings, household equipment and routine household maintenance""",2015,96.875,,,,
Qatar,Index,Annual,"""Furnishings, household equipment and routine household maintenance""",2016,98.04333333333334,,,,
Qatar,Index,Annual,"""Furnishings, household equipment and routine household maintenance""",2017,98.625,,,,
Qatar,Index,Annual,"""Furnishings, household equipment and routine household maintenance""",2018,100.00083333333332,,,,
Qatar,Index,Annual,"""Furnishings, household equipment and routine household maintenance""",2019,100.81583333333333,,,,
Qatar,Index,Annual,"""Furnishings, household equipment and routine household maintenance""",2020,101.02,,,,
Qatar,Index,Annual,"""Furnishings, household equipment and routine household maintenance""",2021,104.085,,,,
Qatar,Index,Annual,"""Furnishings, household equipment and routine household maintenance""",2022,105.18583333333335,,,,
Qatar,Index,Annual,"""Furnishings, household equipment and routine household maintenance""",2023,106.48083333333331,,,,
Qatar,Index,Annual,Health,2015,94.46749999999999,,,,
Qatar,Index,Annual,Health,2016,94.05666666666667,,,,
Qatar,Index,Annual,Health,2017,96.28916666666667,,,,
Qatar,Index,Annual,Health,2018,100.00250000000001,,,,
Qatar,Index,Annual,Health,2019,100.2325,,,,
Qatar,Index,Annual,Health,2020,101.97999999999998,,,,
Qatar,Index,Annual,Health,2021,101.315,,,,
Qatar,Index,Annual,Health,2022,98.29249999999998,,,,
Qatar,Index,Annual,Health,2023,99.1025,,,,
Qatar,Index,Annual,Transport,2015,82.94,,,,
Qatar,Index,Annual,Transport,2016,85.6775,,,,
Qatar,Index,Annual,Transport,2017,92.79333333333335,,,,
Qatar,Index,Annual,Transport,2018,100,,,,
Qatar,Index,Annual,Transport,2019,99.41583333333334,,,,
Qatar,Index,Annual,Transport,2020,98.62833333333332,,,,
Qatar,Index,Annual,Transport,2021,108.50499999999998,,,,
Qatar,Index,Annual,Transport,2022,109.35333333333334,,,,
Qatar,Index,Annual,Transport,2023,110.66166666666668,,,,
Qatar,Index,Annual,Communication,2015,108.53999999999998,,,,
Qatar,Index,Annual,Communication,2016,108.625,,,,
Qatar,Index,Annual,Communication,2017,107.73750000000001,,,,
Qatar,Index,Annual,Communication,2018,100.0025,,,,
Qatar,Index,Annual,Communication,2019,92.26499999999999,,,,
Qatar,Index,Annual,Communication,2020,90.97833333333334,,,,
Qatar,Index,Annual,Communication,2021,92.96083333333335,,,,
Qatar,Index,Annual,Communication,2022,92.41666666666667,,,,
Qatar,Index,Annual,Communication,2023,98.6275,,,,
Qatar,Index,Annual,Recreation and culture,2015,96.82833333333333,,,,
Qatar,Index,Annual,Recreation and culture,2016,104.03416666666669,,,,
Qatar,Index,Annual,Recreation and culture,2017,102.10666666666667,,,,
Qatar,Index,Annual,Recreation and culture,2018,99.99833333333333,,,,
Qatar,Index,Annual,Recreation and culture,2019,93.42833333333334,,,,
Qatar,Index,Annual,Recreation and culture,2020,78.5425,,,,
Qatar,Index,Annual,Recreation and culture,2021,84.72083333333335,,,,
Qatar,Index,Annual,Recreation and culture,2022,109.83750000000002,,,,
Qatar,Index,Annual,Recreation and culture,2023,121.265,,,,
Qatar,Index,Annual,Education,2015,88.585,,,,
Qatar,Index,Annual,Education,2016,93.57666666666667,,,,
Qatar,Index,Annual,Education,2017,95.6916666666667,,,,
Qatar,Index,Annual,Education,2018,100.00083333333332,,,,
Qatar,Index,Annual,Education,2019,105.48333333333329,,,,
Qatar,Index,Annual,Education,2020,107.26583333333333,,,,
Qatar,Index,Annual,Education,2021,110.49833333333332,,,,
Qatar,Index,Annual,Education,2022,111.21416666666666,,,,
Qatar,Index,Annual,Education,2023,116.5308333333333,,,,
Qatar,Index,Annual,Restaurants and hotels,2015,102.32083333333333,,,,
Qatar,Index,Annual,Restaurants and hotels,2016,100.93333333333335,,,,
Qatar,Index,Annual,Restaurants and hotels,2017,99.54166666666664,,,,
Qatar,Index,Annual,Restaurants and hotels,2018,100.00083333333332,,,,
Qatar,Index,Annual,Restaurants and hotels,2019,100.5766666666667,,,,
Qatar,Index,Annual,Restaurants and hotels,2020,103.92666666666668,,,,
Qatar,Index,Annual,Restaurants and hotels,2021,107.17666666666669,,,,
Qatar,Index,Annual,Restaurants and hotels,2022,108.55749999999999,,,,
Qatar,Index,Annual,Restaurants and hotels,2023,106.36166666666668,,,,
Qatar,Index,Annual,Miscellaneous goods and services,2015,97.69500000000001,,,,
Qatar,Index,Annual,Miscellaneous goods and services,2016,99.95583333333332,,,,
Qatar,Index,Annual,Miscellaneous goods and services,2017,100.07166666666666,,,,
Qatar,Index,Annual,Miscellaneous goods and services,2018,99.99916666666668,,,,
Qatar,Index,Annual,Miscellaneous goods and services,2019,102.59416666666668,,,,
