Country,Year,Trade,Financial,Labor,Infrastructure,Sustainability,Convergence,Index,iteration,norm,agg,weights
GCC,2024,17.7254,16.768500000000003,14.846,29.396400000000003,36.12590000000001,22.2613,17.8703,17,n_rank,a_gmean,pca_whole
GCC,2015,22.980400000000003,19.4099,23.8506,33.5613,31.5132,33.6496,26.529000000000003,18,n_rank,a_amean,pca_whole
GCC,2016,22.0695,20.8454,23.2431,32.047399999999996,36.9446,35.651,27.2661,18,n_rank,a_amean,pca_whole
GCC,2017,21.4294,20.6825,22.7849,32.527300000000004,33.8581,35.495900000000006,26.603500000000004,18,n_rank,a_amean,pca_whole
GCC,2018,18.7786,18.9565,21.5175,28.9995,26.115900000000003,38.69200000000001,24.714800000000004,18,n_rank,a_amean,pca_whole
GCC,2019,18.253600000000002,20.2289,20.704900000000002,31.009300000000003,30.1845,35.5539,24.6766,18,n_rank,a_amean,pca_whole
GCC,2020,21.64,22.5635,21.392,20.8749,41.179500000000004,32.584,26.0696,18,n_rank,a_amean,pca_whole
GCC,2021,20.8508,20.7486,22.6144,25.4488,33.3709,35.1741,25.730000000000004,18,n_rank,a_amean,pca_whole
GCC,2022,18.982000000000003,18.5763,22.4705,32.9446,27.270900000000005,31.6995,24.1137,18,n_rank,a_amean,pca_whole
GCC,2023,19.4268,19.4338,21.533600000000003,34.6623,35.7175,27.725,24.626400000000004,18,n_rank,a_amean,pca_whole
GCC,2024,21.486,20.816000000000003,21.303800000000003,34.9208,37.061400000000006,27.137600000000003,25.4033,18,n_rank,a_amean,pca_whole
GCC,2015,18.171499999999998,18.381800000000002,27.3479,57.763200000000005,53.234100000000005,64.6903,36.12520000000001,19,n_minmax,a_amean,pca_dim
GCC,2016,16.413,20.4639,27.5748,49.4909,59.82200000000001,67.8412,35.5537,19,n_minmax,a_amean,pca_dim
GCC,2017,19.6161,19.206,28.459200000000003,46.5543,55.22930000000001,68.34710000000001,35.1246,19,n_minmax,a_amean,pca_dim
